PRISM Time Series Data
Location:  Lat: 40.8043   Lon: -74.7792   Elev: 863ft
"Climate variables: ppt,tmin,tmean,tmax,tdmean,vpdmin,vpdmax"
Spatial resolution: 4km
Period: 2000-01-01 - 2022-01-01
Dataset: AN91d
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: On
Time series generated: 2024-Mar-22
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Date,ppt (inches),tmin (degrees F),tmean (degrees F),tmax (degrees F),tdmean (degrees F),vpdmin (hPa),vpdmax (hPa)
2012-03-23,0.00,49.9,63.5,77.2,54.1,0.19,16.93
2012-03-24,0.00,49.3,63.1,76.9,43.2,2.15,17.74
2012-03-25,0.02,40.8,52.1,63.4,30.2,1.06,14.89
2012-03-26,0.00,41.8,50.5,59.3,40.3,1.10,7.80
2012-03-27,0.00,24.0,36.6,49.2,7.5,2.79,7.98
2012-03-28,0.00,28.1,39.0,49.8,8.8,2.22,10.64
2012-03-29,0.04,42.9,54.0,65.1,38.8,3.04,12.03
2012-03-30,0.00,32.7,42.7,52.7,26.7,2.42,7.21
2012-03-31,0.73,35.2,45.9,56.6,25.9,0.44,11.78
2012-04-01,0.02,35.6,38.8,42.1,36.1,0.01,2.12
2012-04-02,0.32,34.8,41.6,48.4,37.4,0.00,4.19
2012-04-03,0.00,29.5,41.3,53.2,19.9,1.21,10.59
2012-04-04,0.00,41.5,51.8,62.1,18.2,3.50,16.55
2012-04-05,0.00,36.4,50.5,64.5,24.3,2.48,16.31
2012-04-06,0.00,31.4,42.8,54.1,23.6,1.65,9.77
2012-04-07,0.00,31.5,43.2,54.9,16.8,2.24,11.80
2012-04-08,0.00,32.3,44.9,57.5,15.2,1.96,13.45
2012-04-09,0.00,39.5,51.5,63.6,21.7,4.06,16.96
2012-04-10,0.00,38.7,48.9,59.2,20.4,2.23,13.99
2012-04-11,0.00,37.8,46.3,54.8,27.6,1.77,10.29
2012-04-12,0.00,35.9,42.7,49.5,29.2,1.26,7.29
2012-04-13,0.00,33.6,44.7,55.7,27.8,1.32,10.28
2012-04-14,0.00,34.3,48.4,62.5,27.2,0.96,14.87
2012-04-15,0.03,48.0,58.4,68.7,35.3,1.66,19.01
2012-04-16,0.00,50.5,61.7,72.9,52.2,0.36,13.56
2012-04-17,0.00,48.9,67.5,86.2,52.0,0.00,30.24
2012-04-18,0.00,44.9,59.8,74.8,31.4,4.59,23.82
2012-04-19,0.00,44.4,50.7,57.0,32.6,1.25,11.04
2012-04-20,0.00,43.8,56.8,69.7,41.5,0.90,17.28
2012-04-21,0.00,48.7,60.1,71.4,48.1,0.61,16.14
2012-04-22,0.45,43.1,58.6,74.2,50.0,0.27,14.90
2012-04-23,2.13,41.2,45.2,49.2,42.2,0.21,2.90
2012-04-24,0.03,37.8,43.1,48.4,36.3,0.54,3.57
2012-04-25,0.00,33.7,44.3,55.0,28.2,0.64,10.41
2012-04-26,0.00,33.3,45.6,57.9,30.7,0.44,11.21
2012-04-27,0.03,37.6,47.2,56.8,41.4,0.56,6.09
2012-04-28,0.00,35.0,41.5,48.1,24.8,2.13,6.69
2012-04-29,0.00,35.7,46.1,56.4,23.8,1.98,11.79
2012-04-30,0.00,34.3,47.6,61.0,18.3,2.14,15.27
2012-05-01,0.11,48.1,55.8,63.5,33.0,0.45,15.45
2012-05-02,0.04,49.0,59.9,70.7,52.0,0.50,11.36
2012-05-03,0.57,49.7,51.6,53.5,48.0,0.51,2.68
2012-05-04,0.03,49.9,54.4,58.9,53.1,0.18,2.83
2012-05-05,0.00,54.5,65.1,75.6,59.3,0.18,10.35
2012-05-06,0.03,54.1,60.6,67.2,53.2,1.14,7.79
2012-05-07,0.00,49.1,57.3,65.6,46.5,1.45,10.03
2012-05-08,0.03,50.9,56.6,62.3,46.4,0.95,8.57
2012-05-09,0.37,53.7,59.2,64.7,55.4,0.00,7.27
2012-05-10,0.13,52.2,60.7,69.2,55.4,0.43,7.79
2012-05-11,0.00,42.2,51.2,60.1,37.4,1.74,10.54
2012-05-12,0.00,41.1,54.3,67.5,33.8,1.29,17.31
2012-05-13,0.00,48.5,62.3,76.1,43.2,0.70,22.64
2012-05-14,0.00,54.5,66.2,77.9,51.4,0.00,21.11
2012-05-15,0.51,59.9,62.6,65.3,58.8,0.35,6.63
2012-05-16,0.67,60.4,63.6,66.8,61.3,0.15,4.56
2012-05-17,0.00,50.4,63.5,76.5,51.9,1.75,17.44
2012-05-18,0.00,46.5,58.5,70.5,39.5,1.80,18.17
2012-05-19,0.00,45.9,58.6,71.3,41.0,1.61,17.76
2012-05-20,0.00,47.6,63.0,78.4,45.3,0.98,23.58
2012-05-21,0.36,56.4,67.0,77.7,46.2,2.08,25.78
2012-05-22,0.43,58.5,60.5,62.5,59.5,0.15,2.38
2012-05-23,0.47,60.4,65.1,69.7,62.1,0.01,5.53
2012-05-24,0.09,61.1,67.6,74.1,62.9,0.12,8.19
2012-05-25,0.16,60.7,64.7,68.6,62.3,0.00,3.46
2012-05-26,0.00,61.8,68.4,75.0,64.7,0.05,7.25
2012-05-27,0.07,62.9,72.1,81.2,66.4,0.12,12.03
2012-05-28,0.21,64.1,71.0,77.9,65.3,0.41,11.85
2012-05-29,0.00,65.9,75.5,85.1,67.9,0.13,17.05
2012-05-30,0.41,64.8,75.3,85.8,66.6,0.25,16.60
2012-05-31,0.00,60.6,67.8,75.0,60.1,1.09,13.28
2012-06-01,0.00,52.2,62.9,73.6,48.5,1.71,16.83
2012-06-02,1.61,55.0,61.1,67.1,56.0,0.11,9.82
2012-06-03,0.00,50.1,57.7,65.3,48.3,1.08,10.40
2012-06-04,0.13,51.0,59.6,68.2,52.0,0.00,10.88
2012-06-05,0.19,45.8,52.0,58.3,48.1,0.63,4.10
2012-06-06,0.02,47.2,53.2,59.3,47.0,0.31,7.04
2012-06-07,0.06,48.9,57.5,66.1,50.7,0.00,10.29
2012-06-08,0.07,51.3,59.7,68.2,52.1,0.40,10.96
2012-06-09,0.00,53.8,64.8,75.8,52.6,0.48,18.12
2012-06-10,0.00,55.5,64.8,74.1,57.7,0.00,12.82
2012-06-11,0.00,61.2,70.4,79.5,61.6,1.06,15.76
2012-06-12,0.00,61.8,67.4,73.0,59.1,1.56,10.92
2012-06-13,1.24,57.8,62.3,66.9,62.1,0.00,5.54
2012-06-14,0.00,53.0,63.1,73.3,54.8,0.24,13.78
2012-06-15,0.00,55.8,64.8,73.8,56.0,0.82,12.71
2012-06-16,0.00,55.0,64.3,73.6,52.5,1.80,13.10
2012-06-17,0.00,52.8,64.0,75.1,52.4,0.51,17.01
2012-06-18,0.00,53.7,62.0,70.3,53.3,1.25,9.96
2012-06-19,0.00,57.5,62.0,66.4,54.8,1.82,7.86
2012-06-20,0.00,63.5,68.4,73.2,64.0,0.76,6.77
2012-06-21,0.00,69.6,78.3,87.0,68.6,2.21,18.99
2012-06-22,0.00,69.2,78.5,87.7,67.6,1.27,21.84
2012-06-23,0.30,64.1,73.4,82.7,64.8,1.58,12.61
2012-06-24,0.00,58.9,68.8,78.7,54.0,2.36,20.83
2012-06-25,0.01,61.4,69.2,76.9,57.6,0.64,19.05
2012-06-26,0.09,54.8,63.3,71.7,51.7,2.30,11.42
2012-06-27,0.00,54.0,60.6,67.2,46.6,3.01,12.13
2012-06-28,0.00,53.9,65.5,77.1,50.2,0.62,20.95
2012-06-29,0.01,63.9,73.7,83.5,59.2,1.06,23.49
2012-06-30,0.00,64.5,76.3,88.2,65.0,2.16,22.47
2012-07-01,0.00,61.9,73.4,84.8,61.3,0.49,24.03
2012-07-02,0.04,60.2,73.4,86.5,60.3,2.26,22.84
2012-07-03,0.00,60.0,70.6,81.3,55.4,2.37,21.78
2012-07-04,0.02,62.1,73.0,83.8,60.5,0.00,25.44
2012-07-05,0.00,68.0,77.1,86.1,67.4,0.31,20.44
2012-07-06,0.00,59.2,73.0,86.7,58.2,2.26,28.09
2012-07-07,0.00,63.3,75.2,87.1,60.1,0.18,28.69
2012-07-08,0.04,66.8,76.1,85.3,67.2,0.36,19.77
2012-07-09,0.00,63.1,73.8,84.6,58.6,3.40,23.04
2012-07-10,0.00,58.3,69.7,81.2,54.0,1.77,23.50
2012-07-11,0.00,61.3,71.9,82.5,55.9,1.38,25.44
2012-07-12,0.00,60.2,70.1,80.0,59.5,1.01,18.70
2012-07-13,0.00,62.5,72.9,83.3,58.1,1.31,23.06
2012-07-14,0.11,65.7,72.6,79.5,62.9,0.80,15.18
2012-07-15,0.00,66.5,72.3,78.2,63.5,1.24,14.98
2012-07-16,0.13,67.4,74.9,82.4,68.9,0.45,11.56
2012-07-17,0.00,64.5,73.3,82.1,64.1,1.78,15.65
2012-07-18,0.00,66.2,77.0,87.8,65.2,0.00,24.49
2012-07-19,0.25,67.0,78.6,90.2,69.5,0.26,18.04
2012-07-20,0.25,62.3,67.4,72.6,63.3,0.54,7.11
2012-07-21,0.21,59.1,61.9,64.7,60.1,0.14,3.11
2012-07-22,0.00,57.6,68.2,78.8,57.4,0.31,19.59
2012-07-23,0.00,60.5,71.3,82.0,62.1,0.01,19.32
2012-07-24,1.21,62.3,74.9,87.6,67.1,0.00,22.46
2012-07-25,0.00,58.4,73.2,88.0,58.7,4.11,25.70
2012-07-26,0.01,60.1,71.8,83.4,54.9,0.81,25.76
2012-07-27,0.49,63.2,74.9,86.6,68.3,0.00,17.41
2012-07-28,0.11,66.6,74.8,83.0,68.4,0.29,14.47
2012-07-29,1.15,66.0,73.1,80.2,66.9,0.69,9.93
2012-07-30,0.03,61.6,70.1,78.6,64.5,0.03,13.60
2012-07-31,0.00,62.9,72.1,81.4,64.1,0.35,16.10
2012-08-01,0.58,62.0,69.9,77.9,63.5,0.08,13.59
2012-08-02,0.36,61.8,69.4,77.0,65.2,0.10,9.41
2012-08-03,0.00,60.2,73.0,85.9,63.2,0.00,25.22
2012-08-04,0.00,63.9,75.3,86.7,67.9,0.00,22.10
2012-08-05,0.00,65.0,75.9,86.8,70.0,0.00,20.91
2012-08-06,0.34,68.2,76.2,84.2,70.2,0.09,12.74
2012-08-07,0.00,58.1,68.8,79.6,58.0,1.29,17.79
2012-08-08,0.00,58.0,67.6,77.3,60.4,0.00,16.52
2012-08-09,0.00,60.9,69.7,78.5,63.8,0.00,15.74
2012-08-10,0.17,63.3,71.6,79.9,67.1,0.00,13.07
2012-08-11,0.89,66.5,69.1,71.7,68.1,0.25,2.18
2012-08-12,0.00,61.9,70.4,79.0,65.9,0.03,11.37
2012-08-13,0.00,58.4,67.6,76.9,59.2,0.45,14.24
2012-08-14,0.00,58.9,68.1,77.2,58.5,0.02,15.88
2012-08-15,0.28,59.2,65.0,70.7,64.8,0.00,3.80
2012-08-16,0.05,61.4,68.7,76.0,63.4,0.76,9.20
2012-08-17,0.00,58.3,68.0,77.8,57.8,0.19,18.23
2012-08-18,0.87,59.2,68.9,78.6,62.4,0.17,13.21
2012-08-19,0.00,52.5,62.3,72.2,52.9,1.31,14.34
2012-08-20,0.00,53.4,60.5,67.6,54.8,0.13,9.97
2012-08-21,0.04,56.0,64.4,72.9,58.3,0.00,11.88
2012-08-22,0.00,56.2,65.0,73.9,55.8,0.55,13.96
2012-08-23,0.00,58.6,67.4,76.1,58.1,0.77,15.70
2012-08-24,0.00,58.4,67.8,77.3,57.6,0.89,16.53
2012-08-25,0.00,58.5,68.5,78.5,59.9,0.00,17.97
2012-08-26,0.00,61.0,67.6,74.2,61.8,1.20,9.40
2012-08-27,0.00,61.1,69.3,77.5,61.0,0.30,14.39
2012-08-28,0.44,64.6,69.9,75.2,68.0,0.00,6.81
2012-08-29,0.00,57.8,67.9,77.9,58.4,1.45,15.46
2012-08-30,0.00,51.8,62.8,73.9,50.6,1.26,16.01
2012-08-31,0.00,52.9,64.7,76.6,52.6,0.30,17.76
2012-09-01,0.00,63.8,72.8,81.9,58.5,2.10,21.14
2012-09-02,0.00,64.3,72.9,81.5,60.0,2.04,20.07
2012-09-03,0.07,65.5,69.2,73.0,63.8,1.46,8.20
2012-09-04,0.52,65.9,68.3,70.6,63.5,1.19,5.52
2012-09-05,0.42,65.6,69.4,73.2,69.4,0.00,2.82
2012-09-06,0.60,60.7,67.6,74.5,63.1,0.86,10.23
2012-09-07,0.00,61.4,67.4,73.3,64.0,0.14,7.46
2012-09-08,0.00,63.3,71.4,79.5,65.2,0.01,10.30
2012-09-09,0.43,55.5,66.2,76.9,61.7,0.72,7.12
2012-09-10,0.02,53.6,61.2,68.8,52.1,2.09,10.56
2012-09-11,0.00,44.6,55.8,67.1,43.2,0.99,13.61
2012-09-12,0.00,44.3,56.4,68.5,46.6,0.00,13.24
2012-09-13,0.00,47.7,60.2,72.7,51.1,0.00,14.36
2012-09-14,0.00,50.1,62.1,74.2,54.1,0.10,13.76
2012-09-15,0.01,52.2,62.3,72.4,55.0,0.74,11.99
2012-09-16,0.00,47.6,57.8,67.9,45.7,0.98,13.16
2012-09-17,0.00,46.4,56.7,66.9,45.5,0.79,12.97
2012-09-18,0.52,45.7,57.8,69.9,53.4,0.20,13.51
2012-09-19,1.89,53.8,61.5,69.3,60.7,0.29,1.72
2012-09-20,0.00,44.3,54.1,63.9,42.0,1.10,12.23
2012-09-21,0.00,43.9,56.1,68.4,50.3,0.00,11.96
2012-09-22,0.00,50.3,60.6,71.0,53.5,0.04,12.29
2012-09-23,0.07,46.6,61.1,75.6,56.6,0.37,11.41
2012-09-24,0.00,44.7,54.3,63.9,41.4,1.00,12.33
2012-09-25,0.01,38.5,50.7,62.9,39.0,0.22,12.32
2012-09-26,0.02,33.3,51.7,70.0,48.4,0.00,15.60
2012-09-27,0.13,57.1,63.8,70.4,59.1,0.03,8.99
2012-09-28,0.28,54.8,62.3,69.9,56.5,0.35,10.68
2012-09-29,0.13,53.2,61.4,69.6,55.0,0.74,7.70
2012-09-30,0.00,49.1,55.5,62.0,49.8,0.42,6.73
2012-10-01,0.12,44.0,53.7,63.4,45.6,0.48,9.62
2012-10-02,0.00,46.0,57.4,68.8,48.9,0.10,13.83
2012-10-03,1.51,56.6,59.9,63.2,57.4,0.17,5.32
2012-10-04,0.09,60.9,65.0,69.1,64.3,0.04,2.37
2012-10-05,0.21,54.4,62.5,70.5,60.0,0.33,4.64
2012-10-06,0.00,52.3,63.7,75.1,54.9,0.39,15.19
2012-10-07,0.00,40.6,54.1,67.7,45.7,0.95,7.57
2012-10-08,0.13,38.7,44.1,49.5,39.5,0.49,4.17
2012-10-09,0.04,39.7,44.8,49.9,41.1,0.37,4.59
2012-10-10,0.08,46.6,50.9,55.2,47.7,0.35,4.26
2012-10-11,0.10,43.2,51.1,59.1,42.0,0.79,10.05
2012-10-12,0.00,37.0,46.4,55.8,32.7,0.77,9.55
2012-10-13,0.00,30.4,41.1,51.8,28.3,1.17,7.38
2012-10-14,0.00,31.1,41.5,52.0,29.6,0.68,9.42
2012-10-15,0.00,46.9,56.2,65.4,49.4,0.29,9.17
2012-10-16,0.48,47.7,54.6,61.4,50.4,0.63,3.14
2012-10-17,0.00,35.7,45.8,55.8,34.0,0.73,8.67
2012-10-18,0.00,36.2,48.0,59.8,38.3,0.35,10.06
2012-10-19,0.12,41.7,52.5,63.3,51.5,0.21,9.02
2012-10-20,0.81,49.9,56.9,64.0,56.9,0.04,2.22
2012-10-21,0.00,41.7,50.5,59.4,41.2,0.44,8.29
2012-10-22,0.00,42.0,51.1,60.2,38.6,1.32,10.04
2012-10-23,0.00,43.0,53.9,64.9,40.2,0.93,12.90
2012-10-24,0.09,51.8,54.7,57.7,49.7,0.71,4.57
2012-10-25,0.05,52.6,56.4,60.3,52.7,0.53,3.79
2012-10-26,0.01,53.4,55.8,58.3,53.2,0.26,3.05
2012-10-27,0.00,54.5,57.3,60.0,54.5,0.52,3.56
2012-10-28,0.00,53.5,57.2,60.9,49.6,1.90,5.64
2012-10-29,0.00,48.2,51.9,55.7,44.0,0.95,5.95
2012-10-30,2.01,41.1,49.5,57.9,49.1,0.01,1.45
2012-10-31,0.38,36.6,41.7,46.8,39.1,0.14,2.43
2012-11-01,0.00,39.9,42.0,44.1,33.9,1.62,3.29
2012-11-02,0.00,39.3,43.7,48.0,34.4,1.86,4.60
2012-11-03,0.00,38.0,42.0,46.0,30.1,2.05,4.79
2012-11-04,0.00,35.0,39.5,44.0,26.9,1.91,4.65
2012-11-05,0.00,34.2,38.0,41.9,26.6,1.96,3.80
2012-11-06,0.00,19.0,31.1,43.2,20.0,0.25,5.41
2012-11-07,0.00,18.8,30.7,42.6,17.8,0.15,6.23
2012-11-08,0.20,32.8,36.4,40.0,22.4,1.32,4.90
2012-11-09,0.00,31.8,38.4,45.0,19.6,1.95,6.67
2012-11-10,0.00,27.8,39.9,52.0,26.5,0.21,8.88
2012-11-11,0.00,29.3,41.0,52.8,35.6,0.00,6.46
2012-11-12,0.00,30.8,48.2,65.7,39.0,0.00,13.44
2012-11-13,0.28,30.6,47.7,64.7,47.7,0.20,8.91
2012-11-14,0.16,26.2,36.1,46.1,27.6,0.48,4.60
2012-11-15,0.00,23.6,35.4,47.1,21.3,0.29,7.16
2012-11-16,0.00,24.5,34.8,45.2,23.6,0.06,6.12
2012-11-17,0.00,22.3,35.8,49.3,23.7,0.14,7.74
2012-11-18,0.00,21.5,36.8,52.2,25.2,0.08,8.49
2012-11-19,0.00,21.2,34.4,47.7,25.6,0.10,6.30
2012-11-20,0.00,23.3,37.7,52.1,27.8,0.25,7.58
2012-11-21,0.00,22.7,35.4,48.1,26.4,0.11,6.80
2012-11-22,0.00,20.3,37.3,54.3,23.6,0.09,10.17
2012-11-23,0.00,21.1,38.4,55.8,27.4,0.03,9.92
2012-11-24,0.00,21.6,39.6,57.7,30.5,0.00,10.17
2012-11-25,0.00,33.1,36.7,40.3,17.1,3.09,5.14
2012-11-26,0.00,29.0,33.7,38.4,18.3,1.88,4.51
2012-11-27,0.00,21.5,34.4,47.4,20.8,0.03,7.91
2012-11-28,0.42,25.2,28.9,32.5,28.2,0.11,1.30
2012-11-29,0.00,19.4,28.0,36.6,20.4,0.06,3.47
2012-11-30,0.00,19.2,29.5,39.8,21.5,0.00,4.20
2012-12-01,0.00,25.1,32.1,39.1,25.5,0.54,3.27
2012-12-02,0.00,30.1,32.5,34.9,31.1,0.03,1.58
2012-12-03,0.06,33.3,38.9,44.4,38.9,0.02,1.33
2012-12-04,0.11,35.2,48.2,61.2,42.4,0.05,8.33
2012-12-05,0.03,43.8,52.8,61.9,48.0,0.20,5.82
2012-12-06,0.00,25.9,38.8,51.6,23.9,1.64,7.28
2012-12-07,0.00,20.9,30.9,40.8,18.7,0.25,5.65
2012-12-08,0.42,27.8,33.2,38.5,33.1,0.12,1.17
2012-12-09,0.04,36.4,41.5,46.6,41.5,0.01,1.62
2012-12-10,0.27,36.9,39.0,41.1,36.0,0.13,2.49
2012-12-11,0.04,38.4,44.6,50.7,44.5,0.16,2.18
2012-12-12,0.00,25.0,34.7,44.4,28.1,0.10,4.39
2012-12-13,0.00,20.6,30.5,40.3,24.4,0.01,4.23
2012-12-14,0.00,18.8,31.5,44.1,21.9,0.07,5.91
2012-12-15,0.00,19.9,33.2,46.4,23.3,0.14,6.55
2012-12-16,0.00,23.8,35.0,46.2,30.0,0.35,5.34
2012-12-17,0.40,36.2,40.0,43.8,37.5,0.19,2.11
2012-12-18,0.53,36.5,38.8,41.1,38.1,0.12,0.77
2012-12-19,0.02,37.0,43.1,49.3,35.4,0.16,3.34
2012-12-20,0.00,25.8,35.1,44.5,25.1,0.58,5.07
2012-12-21,2.24,26.7,40.8,54.9,33.7,0.38,3.93
2012-12-22,0.34,31.4,41.2,51.0,29.2,0.42,3.10
2012-12-23,0.00,32.1,34.3,36.4,19.6,2.25,3.87
2012-12-24,0.00,18.9,28.8,38.7,18.8,0.20,4.76
2012-12-25,0.14,20.2,28.2,36.1,24.7,0.10,3.68
2012-12-26,0.00,22.0,29.1,36.3,24.0,0.23,2.09
2012-12-27,0.82,23.1,28.8,34.6,26.5,0.23,1.74
2012-12-28,0.00,26.8,30.3,33.7,21.8,0.55,2.09
2012-12-29,0.00,18.6,26.3,33.9,20.6,0.07,2.72
2012-12-30,0.25,25.4,27.9,30.4,22.5,0.15,2.23
2012-12-31,0.00,19.8,26.2,32.6,13.9,0.90,3.41
2013-01-01,0.00,23.8,29.7,35.7,21.0,1.24,3.08
2013-01-02,0.00,13.6,24.9,36.2,14.8,0.66,3.25
2013-01-03,0.00,18.5,23.9,29.2,11.9,0.95,2.86
2013-01-04,0.00,18.2,24.2,30.2,14.2,0.92,2.82
2013-01-05,0.00,28.8,31.6,34.5,17.1,2.09,3.41
2013-01-06,0.00,25.8,32.3,38.8,20.6,0.53,4.41
2013-01-07,0.00,27.6,33.8,40.0,25.0,0.57,3.84
2013-01-08,0.00,21.9,31.1,40.2,19.6,0.65,4.92
2013-01-09,0.00,22.3,32.1,41.8,22.0,0.55,4.53
2013-01-10,0.00,21.8,31.1,40.4,27.4,0.43,4.15
2013-01-11,0.00,29.6,36.9,44.2,22.8,1.24,5.90
2013-01-12,0.50,30.2,34.9,39.5,32.6,0.21,2.79
2013-01-13,0.01,36.6,40.1,43.6,38.6,0.02,1.13
2013-01-14,0.03,40.2,42.6,44.9,41.7,0.06,0.60
2013-01-15,0.18,32.4,42.6,52.9,31.4,0.63,6.38
2013-01-16,0.62,30.6,33.5,36.4,25.1,0.35,3.14
2013-01-17,0.03,30.3,32.1,33.9,28.2,0.27,1.97
2013-01-18,0.00,24.2,31.9,39.7,21.1,1.62,3.99
2013-01-19,0.00,19.7,24.0,28.2,7.7,1.18,3.24
2013-01-20,0.00,23.8,33.2,42.6,23.5,0.73,5.02
2013-01-21,0.00,21.1,34.2,47.3,13.5,1.66,8.15
2013-01-22,0.00,15.2,21.6,28.1,8.8,0.88,2.99
2013-01-23,0.00,8.6,13.4,18.2,-5.7,1.04,2.38
2013-01-24,0.00,7.0,11.7,16.4,-2.3,0.53,2.04
2013-01-25,0.00,8.1,14.9,21.6,-3.0,0.70,2.79
2013-01-26,0.03,7.4,14.6,21.8,3.9,0.27,2.56
2013-01-27,0.00,7.7,16.2,24.8,4.2,0.41,2.65
2013-01-28,0.00,9.8,20.7,31.5,10.3,0.50,3.89
2013-01-29,0.19,22.8,28.1,33.5,28.1,0.11,1.54
2013-01-30,0.05,31.9,38.7,45.5,37.7,0.01,2.51
2013-01-31,1.40,38.6,48.2,57.8,48.2,0.16,2.56
2013-02-01,0.00,22.1,32.4,42.7,14.8,1.32,5.33
2013-02-02,0.00,15.3,21.4,27.6,5.9,1.10,3.38
2013-02-03,0.08,14.6,19.0,23.4,11.7,0.25,2.38
2013-02-04,0.00,16.3,21.6,27.0,13.4,0.31,2.01
2013-02-05,0.03,19.6,23.6,27.6,10.6,0.58,3.24
2013-02-06,0.03,23.0,26.0,28.9,21.5,0.34,1.53
2013-02-07,0.00,16.0,26.0,36.1,12.0,0.52,4.28
2013-02-08,0.00,17.8,24.0,30.3,13.7,0.67,3.28
2013-02-09,0.57,24.1,27.7,31.2,24.5,0.28,1.34
2013-02-10,0.00,12.1,21.5,30.9,6.5,0.84,3.76
2013-02-11,0.11,11.9,25.2,38.5,13.1,0.31,6.09
2013-02-12,0.22,30.1,34.4,38.6,31.2,0.14,3.32
2013-02-13,0.00,21.7,31.2,40.6,21.3,0.46,4.57
2013-02-14,0.14,22.1,31.4,40.6,25.5,0.11,4.43
2013-02-15,0.00,25.1,33.3,41.6,24.1,0.26,4.83
2013-02-16,0.13,25.6,37.2,48.8,27.7,0.15,6.80
2013-02-17,0.00,23.2,28.8,34.3,12.9,1.08,3.35
2013-02-18,0.00,13.4,20.7,28.0,1.3,1.22,3.42
2013-02-19,0.00,13.6,23.6,33.6,8.0,0.81,4.64
2013-02-20,0.41,21.5,29.3,37.1,24.4,0.10,3.33
2013-02-21,0.00,22.2,25.9,29.7,8.5,1.74,3.35
2013-02-22,0.00,19.3,25.4,31.6,11.1,0.84,3.44
2013-02-23,0.04,23.9,29.7,35.4,23.1,0.39,3.39
2013-02-24,0.19,32.7,34.9,37.2,33.6,0.15,0.80
2013-02-25,0.00,27.0,34.5,41.9,23.3,0.43,4.07
2013-02-26,0.00,24.4,32.4,40.4,23.0,0.52,4.24
2013-02-27,0.55,26.4,33.9,41.3,29.2,0.28,3.93
2013-02-28,0.07,32.3,39.1,45.8,35.6,0.00,3.02
2013-03-01,0.00,29.1,36.4,43.7,28.3,0.41,4.91
2013-03-02,0.00,28.5,35.3,42.2,23.7,1.33,4.56
2013-03-03,0.00,25.3,30.7,36.0,19.1,1.35,3.33
2013-03-04,0.00,25.4,29.9,34.4,15.5,1.63,3.54
2013-03-05,0.00,26.0,32.2,38.3,17.3,1.62,4.61
2013-03-06,0.00,28.8,37.0,45.2,23.6,1.13,6.19
2013-03-07,0.01,32.2,36.3,40.4,26.1,0.88,3.63
2013-03-08,0.28,27.7,35.1,42.4,26.0,0.34,4.68
2013-03-09,0.10,27.8,34.6,41.4,24.0,0.50,3.93
2013-03-10,0.00,25.5,40.9,56.2,19.7,0.61,12.48
2013-03-11,0.00,27.1,41.0,54.8,29.8,0.09,9.87
2013-03-12,0.16,35.8,44.1,52.5,41.7,0.12,5.87
2013-03-13,1.35,31.5,43.0,54.4,40.1,0.22,3.39
2013-03-14,0.00,27.3,37.7,48.1,21.0,1.47,7.41
2013-03-15,0.00,23.9,31.7,39.5,8.3,1.87,6.17
2013-03-16,0.00,24.8,33.5,42.2,21.2,1.47,4.60
2013-03-17,0.09,25.7,29.8,33.8,22.1,0.47,3.52
2013-03-18,0.00,21.2,28.2,35.2,11.8,1.34,4.27
2013-03-19,0.53,23.4,28.6,33.8,23.0,0.15,3.46
2013-03-20,0.15,27.4,34.6,41.7,24.4,0.06,3.66
2013-03-21,0.01,28.1,35.0,41.9,17.3,0.96,6.20
2013-03-22,0.00,24.5,31.1,37.6,11.8,1.48,5.28
2013-03-23,0.00,26.4,32.3,38.2,16.6,1.95,4.72
2013-03-24,0.00,24.9,33.6,42.3,16.3,1.31,6.07
2013-03-25,0.00,32.9,39.0,45.2,21.0,1.96,6.89
2013-03-26,0.10,29.6,34.7,39.8,27.0,0.45,4.19
2013-03-27,0.00,27.3,38.5,49.6,24.1,0.89,8.20
2013-03-28,0.00,29.8,39.9,50.0,25.1,1.03,8.56
2013-03-29,0.00,30.6,38.6,46.5,25.8,1.43,6.13
2013-03-30,0.00,26.8,38.5,50.3,25.1,0.67,8.12
2013-03-31,0.00,27.1,41.5,55.9,20.9,1.07,12.21
2013-04-01,0.26,29.7,41.3,52.9,35.6,0.07,9.06
2013-04-02,0.01,25.9,40.1,54.4,22.0,0.64,6.96
2013-04-03,0.00,26.0,33.0,40.0,9.2,1.94,6.00
2013-04-04,0.00,25.5,34.0,42.5,9.9,1.80,6.82
2013-04-05,0.00,30.7,41.5,52.2,18.3,2.06,9.87
2013-04-06,0.00,30.1,44.1,58.1,17.3,2.57,12.75
2013-04-07,0.00,33.1,42.5,51.8,14.1,1.97,10.93
2013-04-08,0.00,34.9,47.9,60.9,33.8,1.38,11.59
2013-04-09,0.00,42.5,57.4,72.4,40.4,1.81,20.32
2013-04-10,0.00,48.1,63.0,77.8,41.0,1.72,26.12
2013-04-11,0.68,51.1,64.4,77.7,51.8,0.27,19.84
2013-04-12,0.05,40.4,49.6,58.8,39.6,0.71,6.48
2013-04-13,0.42,36.9,39.9,42.9,36.4,0.26,1.64
2013-04-14,0.00,37.2,46.0,54.9,31.7,0.68,8.90
2013-04-15,0.00,37.7,46.6,55.5,26.1,2.33,10.24
2013-04-16,0.00,39.8,49.9,59.9,33.2,1.46,10.32
2013-04-17,0.02,46.8,56.9,67.0,49.0,1.19,9.56
