PRISM Time Series Data
Location:  Lat: 38.7616   Lon: -83.3984   Elev: 866ft
"Climate variables: ppt,tmin,tmean,tmax,tdmean,vpdmin,vpdmax"
Spatial resolution: 4km
Period: 2000-01-01 - 2022-01-01
Dataset: AN91d
PRISM day definition: 24 hours ending at 1200 UTC on the day shown
Grid Cell Interpolation: On
Time series generated: 2024-Mar-22
Details: http://www.prism.oregonstate.edu/documents/PRISM_datasets.pdf
Date,ppt (inches),tmin (degrees F),tmean (degrees F),tmax (degrees F),tdmean (degrees F),vpdmin (hPa),vpdmax (hPa)
2010-12-03,0.00,26.2,31.2,36.1,24.7,0.36,3.02
2010-12-04,0.00,27.6,31.0,34.4,23.5,0.45,2.57
2010-12-05,0.10,24.8,27.9,31.0,24.8,0.19,1.35
2010-12-06,0.00,19.1,25.3,31.5,19.4,0.44,1.99
2010-12-07,0.00,15.2,19.0,22.8,11.3,0.61,1.46
2010-12-08,0.00,11.2,18.6,26.0,11.8,0.37,1.86
2010-12-09,0.00,8.7,19.0,29.3,9.7,0.25,3.02
2010-12-10,0.00,9.7,21.6,33.5,15.2,0.26,3.37
2010-12-11,0.00,25.7,36.0,46.3,25.1,0.45,5.66
2010-12-12,0.58,28.1,38.2,48.3,32.4,0.11,6.29
2010-12-13,0.16,16.4,26.4,36.4,19.9,0.11,1.26
2010-12-14,0.00,8.3,14.9,21.5,8.2,0.31,1.58
2010-12-15,0.00,5.4,13.7,22.0,7.8,0.23,2.05
2010-12-16,0.24,6.8,16.6,26.3,11.8,0.20,2.56
2010-12-17,0.20,21.1,24.1,27.0,20.5,0.24,1.09
2010-12-18,0.00,20.5,24.6,28.7,18.2,0.36,1.46
2010-12-19,0.00,11.1,19.9,28.6,15.0,0.13,1.85
2010-12-20,0.00,15.7,22.7,29.6,18.8,0.25,2.10
2010-12-21,0.04,24.2,28.6,32.9,23.3,0.25,2.14
2010-12-22,0.00,27.0,29.8,32.6,26.6,0.23,1.49
2010-12-23,0.00,26.6,30.0,33.4,24.7,0.16,1.50
2010-12-24,0.00,26.6,29.6,32.6,22.1,0.72,2.16
2010-12-25,0.03,23.3,28.0,32.7,21.7,0.19,2.54
2010-12-26,0.00,21.6,25.0,28.4,20.9,0.24,1.40
2010-12-27,0.00,19.5,22.9,26.3,17.7,0.46,1.29
2010-12-28,0.00,17.6,22.1,26.6,16.0,0.45,1.89
2010-12-29,0.00,17.5,25.0,32.6,19.4,0.27,2.56
2010-12-30,0.25,26.6,34.5,42.4,27.4,0.12,4.52
2010-12-31,0.04,34.8,44.6,54.5,38.2,0.05,6.01
2011-01-01,0.31,43.8,53.6,63.4,47.6,0.33,8.12
2011-01-02,0.08,23.8,40.5,57.1,32.5,0.19,4.24
2011-01-03,0.00,14.7,24.1,33.5,13.8,0.32,3.68
2011-01-04,0.00,15.4,27.5,39.6,15.9,0.44,5.33
2011-01-05,0.00,17.5,30.6,43.7,17.2,0.54,5.81
2011-01-06,0.00,16.6,26.3,36.0,15.7,0.38,4.36
2011-01-07,0.01,21.8,29.4,37.1,19.4,0.59,3.64
2011-01-08,0.03,17.5,23.8,30.1,18.2,0.28,1.99
2011-01-09,0.00,2.5,11.7,20.9,7.0,0.16,1.65
2011-01-10,0.00,4.9,15.7,26.6,10.2,0.22,2.19
2011-01-11,0.00,18.7,23.2,27.6,15.4,0.72,2.15
2011-01-12,0.20,21.2,26.0,30.8,21.0,0.22,1.33
2011-01-13,0.00,19.7,22.8,25.9,17.9,0.43,1.35
2011-01-14,0.00,17.7,22.1,26.6,16.0,0.37,1.66
2011-01-15,0.00,19.6,25.9,32.1,17.6,0.61,2.78
2011-01-16,0.00,23.4,31.7,40.1,21.9,0.50,4.38
2011-01-17,0.00,19.6,25.1,30.5,14.6,0.78,2.54
2011-01-18,0.05,19.4,29.2,38.9,27.9,0.22,2.84
2011-01-19,0.24,32.1,37.2,42.3,36.9,0.02,0.99
2011-01-20,0.00,29.0,32.0,35.0,26.8,0.25,1.90
2011-01-21,0.29,14.4,23.3,32.2,20.3,0.26,1.32
2011-01-22,0.00,-2.4,7.9,18.2,-0.8,0.19,1.84
2011-01-23,0.00,-1.5,11.6,24.7,6.4,0.20,2.57
2011-01-24,0.00,8.7,16.4,24.1,6.4,0.26,2.44
2011-01-25,0.05,16.0,27.7,39.3,27.1,0.12,2.80
2011-01-26,0.08,31.0,36.3,41.6,29.3,0.36,3.36
2011-01-27,0.04,26.4,29.0,31.6,24.2,0.38,1.15
2011-01-28,0.20,26.9,29.4,31.8,25.8,0.15,1.42
2011-01-29,0.00,20.7,26.4,32.1,23.2,0.18,1.80
2011-01-30,0.00,23.9,35.6,47.4,28.9,0.09,5.07
2011-01-31,0.00,23.1,32.5,41.8,23.4,0.47,4.03
2011-02-01,0.21,25.3,30.9,36.5,23.7,0.21,2.38
2011-02-02,0.81,30.8,41.7,52.7,35.4,0.11,4.61
2011-02-03,0.00,19.8,26.8,33.8,16.3,0.60,2.12
2011-02-04,0.00,16.6,23.9,31.2,15.1,0.33,2.55
2011-02-05,0.10,18.6,28.2,37.7,21.7,0.28,4.06
2011-02-06,0.14,30.6,35.2,39.8,28.2,0.12,1.88
2011-02-07,0.00,31.4,36.0,40.7,29.6,0.64,3.10
2011-02-08,0.27,24.5,31.8,39.1,28.0,0.11,2.24
2011-02-09,0.00,11.3,20.1,28.8,11.9,0.35,2.23
2011-02-10,0.00,6.3,15.4,24.4,7.8,0.32,2.22
2011-02-11,0.00,5.3,16.6,27.9,4.8,0.29,3.42
2011-02-12,0.00,10.0,23.2,36.4,10.8,0.64,5.07
2011-02-13,0.00,29.3,36.2,43.1,24.2,1.32,5.36
2011-02-14,0.00,33.5,45.6,57.6,28.3,1.73,10.84
2011-02-15,0.00,23.2,37.6,52.1,27.9,0.39,7.45
2011-02-16,0.00,22.6,34.2,45.8,23.4,0.48,6.42
2011-02-17,0.00,34.3,50.2,66.2,36.5,1.81,14.52
2011-02-18,0.00,41.8,55.0,68.1,44.8,1.47,14.23
2011-02-19,0.00,30.8,48.9,67.1,27.9,2.19,16.82
2011-02-20,0.00,25.7,40.3,55.0,17.9,1.17,11.98
2011-02-21,0.06,29.3,44.7,60.1,32.9,0.42,7.29
2011-02-22,0.52,30.7,45.0,59.3,35.8,0.13,6.44
2011-02-23,0.00,28.5,32.6,36.6,26.2,0.45,1.83
2011-02-24,0.01,28.5,35.9,43.3,29.3,0.46,3.86
2011-02-25,1.84,36.0,41.9,47.8,38.9,0.15,2.73
2011-02-26,0.02,29.5,35.0,40.5,27.5,0.34,2.14
2011-02-27,0.00,29.6,38.2,46.8,31.5,0.35,4.96
2011-02-28,0.39,37.1,51.7,66.3,49.7,0.00,7.84
2011-03-01,0.45,25.7,43.5,61.4,32.4,0.22,3.90
2011-03-02,0.00,24.3,36.7,49.2,26.6,0.27,7.14
2011-03-03,0.00,26.0,40.2,54.3,23.8,0.67,9.99
2011-03-04,0.00,28.8,41.1,53.4,19.9,1.81,10.69
2011-03-05,0.07,41.2,52.7,64.3,41.2,0.44,11.90
2011-03-06,1.08,31.3,43.4,55.5,40.9,0.13,4.81
2011-03-07,0.00,29.2,32.2,35.1,27.0,0.68,1.44
2011-03-08,0.00,28.4,35.7,43.0,26.5,0.72,4.66
2011-03-09,0.75,31.0,44.7,58.3,33.4,0.26,11.04
2011-03-10,0.83,39.0,46.5,53.9,46.1,0.00,2.64
2011-03-11,0.28,31.5,38.4,45.3,33.0,0.18,1.24
2011-03-12,0.00,30.5,38.7,47.0,28.5,0.39,5.61
2011-03-13,0.00,34.6,49.8,65.1,31.0,1.38,15.98
2011-03-14,0.00,32.5,42.7,52.9,29.5,0.87,8.10
2011-03-15,0.05,34.2,40.2,46.2,31.5,0.76,5.01
2011-03-16,0.49,39.4,48.7,58.0,41.7,0.29,6.90
2011-03-17,0.00,33.6,42.7,51.9,37.4,0.13,5.43
2011-03-18,0.00,36.3,53.5,70.7,43.8,0.35,16.11
2011-03-19,0.45,39.4,55.7,72.1,44.2,1.03,14.50
2011-03-20,0.00,37.1,48.3,59.6,30.4,1.19,11.80
2011-03-21,0.00,39.4,53.7,68.0,40.8,2.76,14.13
2011-03-22,0.22,53.8,65.0,76.2,52.3,2.48,17.20
2011-03-23,0.00,51.6,63.4,75.1,47.6,2.04,17.85
2011-03-24,0.61,39.8,57.3,74.8,44.8,0.89,16.94
2011-03-25,0.00,26.5,34.1,41.7,26.7,0.28,3.37
2011-03-26,0.00,26.0,32.5,38.9,25.4,0.71,3.11
2011-03-27,0.04,27.8,34.9,42.0,18.7,1.02,5.67
2011-03-28,0.00,26.4,35.4,44.4,16.3,1.40,6.94
2011-03-29,0.00,25.9,36.4,46.9,14.0,1.40,8.32
2011-03-30,0.00,28.9,37.7,46.5,16.0,1.99,7.96
2011-03-31,0.17,28.9,33.8,38.7,27.6,0.31,3.94
2011-04-01,0.00,27.2,32.4,37.7,28.0,0.23,2.48
2011-04-02,0.15,28.2,39.4,50.5,31.6,0.00,8.15
2011-04-03,0.00,29.1,41.8,54.4,30.1,0.38,9.15
2011-04-04,0.00,33.3,53.7,74.0,38.9,0.68,21.27
2011-04-05,1.25,36.2,54.5,72.7,46.9,0.21,12.61
2011-04-06,0.01,31.4,40.2,49.1,27.2,0.53,7.37
2011-04-07,0.00,38.1,53.9,69.6,31.8,1.64,19.01
2011-04-08,0.02,47.1,60.6,74.0,42.8,2.11,19.28
2011-04-09,0.01,49.0,63.5,78.0,52.3,0.41,17.64
2011-04-10,0.66,49.6,56.7,63.8,54.0,0.04,4.02
2011-04-11,0.00,54.0,69.6,85.3,58.4,0.35,25.24
2011-04-12,1.78,50.2,63.6,77.1,54.4,0.51,15.56
2011-04-13,1.13,35.7,44.5,53.3,37.0,0.65,4.83
2011-04-14,0.00,35.2,49.9,64.5,32.3,0.43,15.30
2011-04-15,0.00,39.0,55.2,71.3,34.0,0.82,20.45
2011-04-16,0.91,47.1,60.4,73.7,48.3,0.07,18.42
2011-04-17,0.07,40.0,48.8,57.7,39.8,0.82,6.23
2011-04-18,0.00,41.6,54.2,66.7,37.9,1.31,15.31
2011-04-19,0.26,51.4,62.7,74.1,43.2,2.57,19.51
2011-04-20,0.67,56.0,67.8,79.6,56.1,0.68,17.43
2011-04-21,0.00,40.9,53.1,65.3,41.0,1.06,6.14
2011-04-22,0.00,40.6,50.9,61.2,33.2,1.48,12.74
2011-04-23,2.00,45.6,55.1,64.6,53.3,0.48,3.82
2011-04-24,1.06,55.8,64.3,72.8,58.4,0.01,9.93
2011-04-25,0.20,57.0,64.9,72.9,59.1,0.10,10.45
2011-04-26,0.00,57.6,68.8,80.0,59.1,0.16,19.27
2011-04-27,0.34,57.9,64.5,71.1,58.1,0.64,9.51
2011-04-28,0.77,51.7,63.3,74.9,55.1,1.34,14.18
2011-04-29,0.06,45.7,55.2,64.8,41.5,1.06,13.59
2011-04-30,0.00,39.6,50.5,61.4,39.9,0.47,10.46
2011-05-01,0.14,43.0,58.1,73.1,43.5,0.11,19.67
2011-05-02,0.12,55.0,63.7,72.5,57.2,0.59,11.18
2011-05-03,1.18,47.9,59.8,71.8,49.6,0.70,11.46
2011-05-04,1.26,41.3,46.4,51.4,42.6,0.32,2.95
2011-05-05,0.12,33.6,43.1,52.6,37.8,0.17,5.70
2011-05-06,0.00,39.3,51.4,63.4,37.5,0.37,13.38
2011-05-07,0.01,43.2,54.2,65.1,44.5,0.31,11.95
2011-05-08,0.72,46.9,56.9,66.9,49.9,0.03,12.37
2011-05-09,0.00,46.9,58.0,69.2,50.2,0.43,10.94
2011-05-10,0.00,49.4,63.0,76.6,46.9,1.03,20.72
2011-05-11,0.62,57.3,69.7,82.1,61.1,0.46,18.13
2011-05-12,0.00,60.9,72.9,84.8,66.4,0.01,18.20
2011-05-13,0.12,61.7,74.0,86.4,63.6,0.55,23.61
2011-05-14,0.28,58.9,70.7,82.5,62.0,0.02,19.17
2011-05-15,0.16,54.5,62.2,69.9,58.0,0.49,7.37
2011-05-16,0.15,47.1,52.9,58.7,49.5,0.56,3.13
2011-05-17,0.00,44.8,48.2,51.6,42.7,0.82,3.48
2011-05-18,0.38,44.8,47.7,50.5,46.5,0.28,1.63
2011-05-19,0.04,49.9,52.9,56.0,50.4,0.58,2.71
2011-05-20,0.01,51.8,58.0,64.2,54.3,0.40,6.28
2011-05-21,0.00,53.2,65.4,77.6,55.7,0.40,17.42
2011-05-22,0.00,59.7,70.2,80.7,60.1,0.67,18.94
2011-05-23,0.75,60.5,72.2,83.8,62.7,0.49,19.24
2011-05-24,0.84,60.2,71.1,81.9,62.0,0.20,18.22
2011-05-25,0.00,59.5,66.6,73.7,62.2,0.21,8.43
2011-05-26,0.45,59.3,71.7,84.2,63.4,0.17,18.68
2011-05-27,0.45,57.0,65.8,74.6,59.8,0.54,10.75
2011-05-28,0.00,54.0,61.3,68.6,55.8,0.51,8.14
2011-05-29,0.00,56.9,67.3,77.6,60.4,0.89,14.53
2011-05-30,0.00,63.2,75.8,88.4,65.7,0.34,25.20
2011-05-31,0.00,64.5,77.5,90.4,68.1,0.02,26.35
2011-06-01,0.00,66.1,78.5,91.0,69.1,0.01,27.07
2011-06-02,0.00,56.4,72.0,87.6,54.8,1.95,32.60
2011-06-03,0.00,55.4,68.4,81.4,52.2,2.34,24.62
2011-06-04,0.00,55.9,68.5,81.1,51.6,2.13,24.57
2011-06-05,0.03,62.1,75.3,88.4,63.9,0.66,23.85
2011-06-06,0.86,61.8,73.7,85.7,64.4,0.90,20.42
2011-06-07,0.00,63.4,75.6,87.7,62.3,0.89,27.49
2011-06-08,0.19,64.4,77.2,90.0,66.5,0.26,24.86
2011-06-09,0.00,66.7,78.7,90.8,68.0,1.06,26.09
2011-06-10,0.00,66.4,78.4,90.4,63.9,1.90,29.63
2011-06-11,0.49,64.4,75.4,86.4,65.6,1.08,18.76
2011-06-12,0.01,64.4,75.1,85.9,65.1,1.28,20.30
2011-06-13,0.00,54.5,66.6,78.8,56.2,1.70,15.36
2011-06-14,0.00,50.5,62.2,73.9,51.2,0.55,15.87
2011-06-15,0.00,52.3,64.7,77.2,51.8,1.00,19.35
2011-06-16,0.17,59.0,63.9,68.8,58.3,0.54,8.57
2011-06-17,0.07,59.1,70.3,81.4,59.5,0.76,21.15
2011-06-18,0.00,64.4,75.2,85.9,64.1,0.82,22.67
2011-06-19,0.24,63.6,70.3,76.9,65.9,0.15,9.01
2011-06-20,0.39,62.6,70.4,78.2,64.6,0.40,11.68
2011-06-21,0.71,64.0,68.8,73.6,65.5,0.14,6.14
2011-06-22,0.85,66.0,77.1,88.3,67.9,0.65,19.54
2011-06-23,0.03,66.4,74.4,82.4,66.5,1.47,13.96
2011-06-24,0.12,61.9,71.2,80.6,61.4,1.67,16.81
2011-06-25,0.00,57.9,66.1,74.3,58.5,0.95,11.85
2011-06-26,0.07,60.3,68.8,77.3,58.2,1.05,15.89
2011-06-27,0.16,56.4,63.4,70.4,59.1,0.34,7.51
2011-06-28,0.11,59.3,70.3,81.4,66.8,0.42,12.35
2011-06-29,0.00,55.9,69.6,83.2,59.3,1.31,21.58
2011-06-30,0.00,56.0,68.6,81.2,55.2,0.87,22.20
2011-07-01,0.00,59.5,72.1,84.7,59.1,0.18,25.58
2011-07-02,0.00,64.9,75.9,86.9,64.7,0.47,24.25
2011-07-03,0.03,66.8,75.4,84.1,68.7,0.06,16.41
2011-07-04,0.01,67.9,78.6,89.3,67.4,1.53,24.12
2011-07-05,0.01,64.4,73.1,81.9,65.6,1.09,15.62
2011-07-06,0.00,65.0,76.1,87.2,63.4,1.02,25.82
2011-07-07,0.03,66.5,78.0,89.4,65.7,1.08,27.37
2011-07-08,1.38,66.8,78.0,89.3,66.8,0.65,26.25
2011-07-09,0.30,62.7,69.2,75.7,65.7,0.23,6.59
2011-07-10,0.00,62.4,73.3,84.3,62.8,0.57,20.68
2011-07-11,0.00,64.7,77.5,90.2,66.8,0.25,28.03
2011-07-12,1.67,68.8,80.8,92.8,71.5,0.57,22.53
2011-07-13,0.00,69.0,80.0,91.0,69.8,1.73,23.90
2011-07-14,0.00,60.0,73.2,86.3,61.1,1.70,22.90
2011-07-15,0.00,60.6,71.6,82.6,59.3,1.38,21.34
2011-07-16,0.00,63.9,73.2,82.6,64.6,1.43,15.26
2011-07-17,0.03,67.1,74.8,82.5,68.3,0.37,12.83
2011-07-18,0.08,68.3,76.7,85.2,70.3,0.10,16.06
2011-07-19,0.00,71.0,80.1,89.3,72.9,0.34,18.98
2011-07-20,0.16,70.4,79.2,88.1,73.4,0.14,13.90
2011-07-21,0.21,71.3,81.5,91.8,73.1,0.47,23.39
2011-07-22,0.00,74.0,83.4,92.9,75.3,1.10,22.38
2011-07-23,0.07,70.3,81.5,92.7,73.7,1.16,21.30
2011-07-24,0.55,71.5,81.3,91.2,73.2,0.72,21.47
2011-07-25,0.46,70.8,80.9,91.0,71.3,0.74,21.85
2011-07-26,0.00,69.0,78.3,87.6,70.2,0.96,18.78
2011-07-27,0.00,67.9,78.5,89.1,67.8,1.24,25.06
2011-07-28,0.00,69.6,80.5,91.4,69.6,1.13,26.44
2011-07-29,0.00,71.1,82.4,93.7,70.7,1.56,29.54
2011-07-30,0.19,70.9,81.7,92.5,71.4,0.87,26.37
2011-07-31,0.53,66.1,77.0,88.0,69.7,0.00,20.05
2011-08-01,0.00,64.1,76.5,88.9,65.4,0.57,26.31
2011-08-02,0.00,67.7,79.4,91.1,67.0,0.73,28.99
2011-08-03,0.16,68.3,80.1,91.8,69.0,1.10,27.53
2011-08-04,0.91,66.8,75.0,83.3,69.8,0.40,12.27
2011-08-05,0.00,65.7,77.0,88.4,66.9,0.38,25.71
2011-08-06,0.57,69.2,79.4,89.6,68.3,0.83,27.11
2011-08-07,0.45,70.0,78.9,87.7,71.8,0.00,17.84
2011-08-08,0.32,69.1,77.3,85.6,69.3,1.33,15.32
2011-08-09,0.12,68.2,78.7,89.2,68.6,0.60,23.27
2011-08-10,0.00,65.1,74.4,83.7,64.4,1.67,19.42
2011-08-11,0.00,57.0,70.2,83.4,57.4,1.99,24.23
2011-08-12,0.00,53.4,66.2,79.0,53.5,0.57,20.50
2011-08-13,0.00,55.7,69.2,82.8,56.5,0.38,23.96
2011-08-14,0.07,60.7,73.9,87.1,62.9,0.50,24.42
2011-08-15,0.00,59.4,69.0,78.6,61.3,0.07,14.92
2011-08-16,0.00,56.8,67.7,78.6,59.5,0.53,15.67
2011-08-17,0.00,55.9,69.9,83.9,56.7,0.61,26.07
2011-08-18,0.00,58.0,71.7,85.4,59.2,0.11,25.93
2011-08-19,0.31,62.8,75.5,88.3,63.4,0.77,27.44
2011-08-20,0.00,62.4,73.6,84.7,64.8,0.31,19.51
2011-08-21,0.00,64.1,75.7,87.3,66.9,0.03,23.52
2011-08-22,0.09,56.2,71.5,86.9,63.3,0.75,21.70
2011-08-23,0.00,54.6,67.4,80.2,54.2,0.65,22.68
2011-08-24,0.05,58.8,70.9,83.1,57.2,0.85,23.75
2011-08-25,0.00,62.0,76.0,90.1,67.1,1.02,23.20
2011-08-26,0.35,59.8,72.2,84.6,62.2,0.64,22.46
2011-08-27,0.00,57.6,70.4,83.1,61.0,0.51,20.33
2011-08-28,0.00,58.6,70.5,82.4,59.9,0.58,20.79
2011-08-29,0.00,55.9,68.3,80.6,55.7,1.24,21.99
2011-08-30,0.00,50.3,64.7,79.2,51.7,0.56,22.03
2011-08-31,0.00,52.6,68.6,84.5,55.7,0.50,26.21
2011-09-01,0.00,62.1,74.8,87.6,64.7,0.66,24.71
2011-09-02,0.00,67.3,80.0,92.7,67.0,1.37,30.38
2011-09-03,0.00,67.5,81.8,96.2,67.5,0.61,37.85
2011-09-04,0.00,66.4,81.7,96.9,66.8,0.27,39.25
2011-09-05,0.79,60.6,72.6,84.6,64.1,1.18,19.04
2011-09-06,0.97,56.0,59.5,63.0,53.8,1.99,4.37
2011-09-07,0.36,55.9,59.5,63.1,55.3,0.71,5.01
2011-09-08,0.42,58.3,61.2,64.2,58.2,0.55,3.54
2011-09-09,0.00,57.5,61.4,65.3,58.5,0.30,4.04
2011-09-10,0.00,56.0,63.7,71.4,58.3,0.26,9.45
2011-09-11,0.00,56.4,66.9,77.3,59.7,0.11,14.46
2011-09-12,0.03,55.9,66.7,77.4,58.9,0.16,15.21
2011-09-13,0.00,56.5,68.7,80.8,59.9,0.00,18.22
2011-09-14,0.00,57.1,70.1,83.2,60.9,0.40,19.97
2011-09-15,0.40,54.3,68.7,83.1,55.9,1.23,21.52
2011-09-16,0.13,42.1,52.5,63.0,38.8,0.68,12.82
2011-09-17,0.00,44.3,53.5,62.8,43.6,0.89,10.79
2011-09-18,0.00,47.8,59.7,71.6,49.4,0.55,14.58
2011-09-19,0.00,53.5,63.0,72.5,57.7,1.04,10.64
2011-09-20,0.56,58.2,64.7,71.2,61.7,0.00,7.44
2011-09-21,0.00,59.4,67.5,75.6,62.9,0.00,10.96
2011-09-22,0.02,59.4,65.9,72.5,63.8,0.30,5.18
2011-09-23,0.04,56.8,68.3,79.9,55.4,0.84,20.23
2011-09-24,0.14,49.4,55.3,61.2,52.0,0.30,4.21
2011-09-25,0.00,50.0,59.3,68.6,52.2,0.14,11.11
2011-09-26,0.00,53.0,64.9,76.9,58.8,0.23,16.96
2011-09-27,0.59,49.2,60.6,72.1,53.1,0.18,11.07
2011-09-28,0.00,49.1,60.1,71.2,51.9,0.14,13.84
2011-09-29,0.00,49.8,60.1,70.4,52.2,0.24,13.43
2011-09-30,0.11,49.5,61.0,72.5,51.1,0.33,14.26
2011-10-01,0.04,40.4,49.2,58.1,42.7,0.81,6.31
2011-10-02,0.00,36.3,43.2,50.0,38.7,0.42,3.37
2011-10-03,0.00,36.4,48.2,59.9,35.9,0.22,11.47
2011-10-04,0.00,41.9,52.2,62.4,43.5,0.53,10.17
2011-10-05,0.00,45.1,57.9,70.7,49.1,0.17,12.97
2011-10-06,0.00,46.2,60.7,75.1,50.3,0.18,17.39
2011-10-07,0.00,46.0,62.4,78.7,50.5,0.25,22.29
2011-10-08,0.00,46.9,63.4,79.9,51.8,0.15,22.20
2011-10-09,0.00,45.6,62.3,79.0,50.7,0.42,20.80
2011-10-10,0.00,46.9,60.7,74.6,48.4,0.59,19.11
2011-10-11,0.00,51.1,65.1,79.2,49.2,1.35,23.08
2011-10-12,0.37,52.9,63.9,74.9,51.7,0.51,18.03
2011-10-13,0.02,52.8,58.0,63.2,55.2,0.21,4.60
2011-10-14,0.18,51.2,58.9,66.5,55.9,0.27,6.48
2011-10-15,0.05,45.6,55.7,65.8,41.0,1.74,13.83
2011-10-16,0.00,44.7,55.3,65.8,36.4,2.34,15.55
2011-10-17,0.00,46.1,62.0,77.8,42.6,3.07,22.76
2011-10-18,0.00,44.7,56.9,69.1,35.9,1.47,18.54
2011-10-19,0.61,45.8,57.2,68.6,44.8,0.16,13.29
2011-10-20,1.21,40.5,47.6,54.7,45.1,0.20,1.76
2011-10-21,0.25,39.6,42.3,45.0,39.0,0.49,2.24
2011-10-22,0.00,33.8,44.4,54.9,36.7,0.26,7.17
2011-10-23,0.00,33.6,47.7,61.7,35.9,0.19,11.86
2011-10-24,0.00,34.6,49.1,63.6,40.9,0.13,11.95
2011-10-25,0.14,37.7,52.1,66.5,42.0,0.50,12.07
2011-10-26,0.00,37.3,53.6,70.0,40.7,0.42,17.15
2011-10-27,1.53,53.6,61.1,68.7,52.1,0.54,10.68
2011-10-28,0.06,32.5,43.3,54.0,39.1,0.11,2.80
2011-10-29,0.03,31.6,37.2,42.7,34.0,0.23,2.43
2011-10-30,0.00,28.9,41.0,53.0,31.7,0.12,7.64
2011-10-31,0.00,30.1,43.6,57.1,29.8,0.56,11.01
2011-11-01,0.00,31.7,44.7,57.7,34.2,0.41,9.63
2011-11-02,0.00,31.9,47.3,62.8,33.2,0.45,13.17
2011-11-03,0.00,34.2,50.8,67.4,35.4,0.51,16.09
2011-11-04,0.40,38.4,50.3,62.3,43.6,0.27,10.72
2011-11-05,0.00,29.3,44.3,59.3,31.3,0.68,11.70
2011-11-06,0.00,28.6,44.3,60.0,27.8,0.57,12.55
2011-11-07,0.00,32.2,47.4,62.5,33.6,0.50,12.88
2011-11-08,0.00,36.2,52.7,69.2,44.5,0.03,12.97
2011-11-09,0.00,40.4,55.8,71.2,45.5,0.23,15.15
2011-11-10,0.00,36.3,51.1,65.9,41.5,0.84,9.99
2011-11-11,0.00,29.8,40.4,51.0,27.0,0.81,7.79
2011-11-12,0.00,28.7,38.0,47.2,25.3,0.71,6.64
2011-11-13,0.00,42.3,52.8,63.2,30.0,3.89,14.09
2011-11-14,0.00,53.7,60.3,66.9,46.8,3.75,11.40
2011-11-15,0.58,53.2,62.1,70.9,55.5,0.54,9.88
2011-11-16,0.65,52.2,53.9,55.7,51.9,0.43,2.11
2011-11-17,0.47,34.8,44.7,54.5,36.6,0.36,4.48
2011-11-18,0.00,23.5,34.0,44.5,17.1,0.86,6.84
2011-11-19,0.00,23.8,35.7,47.5,19.2,0.97,8.05
2011-11-20,0.15,32.3,47.2,62.2,41.0,1.05,9.69
2011-11-21,0.50,50.5,55.0,59.5,50.8,0.41,3.15
2011-11-22,0.80,49.3,51.3,53.4,47.3,0.58,2.01
2011-11-23,0.54,44.1,53.6,63.1,49.4,0.29,4.18
2011-11-24,0.00,35.7,44.7,53.7,37.6,0.18,6.27
2011-11-25,0.00,31.3,41.4,51.6,36.9,0.02,4.44
2011-11-26,0.00,31.9,47.7,63.4,33.6,0.42,13.40
2011-11-27,0.19,41.7,54.3,67.0,44.0,0.43,12.59
2011-11-28,1.17,44.9,53.4,61.8,48.1,0.27,6.10
2011-11-29,0.73,42.2,50.0,57.9,47.8,0.22,2.51
2011-11-30,0.09,34.4,39.4,44.3,33.4,0.42,2.53
2011-12-01,0.00,24.6,33.5,42.5,26.9,0.19,4.03
2011-12-02,0.00,24.2,35.9,47.6,28.5,0.12,5.56
2011-12-03,0.00,27.3,38.6,49.9,30.4,0.27,6.10
2011-12-04,0.00,29.6,43.5,57.4,31.4,0.49,9.60
2011-12-05,0.10,38.9,49.3,59.7,41.3,0.00,9.30
2011-12-06,1.23,39.7,46.7,53.7,44.4,0.18,2.64
2011-12-07,0.10,31.4,37.1,42.8,36.2,0.00,1.05
2011-12-08,0.01,24.4,30.8,37.1,26.3,0.18,2.35
2011-12-09,0.00,23.6,32.5,41.4,24.9,0.30,4.40
2011-12-10,0.00,22.2,34.0,45.7,24.9,0.52,6.08
2011-12-11,0.00,15.6,25.3,35.0,13.0,0.36,4.35
2011-12-12,0.00,15.6,28.5,41.4,15.9,0.31,6.00
2011-12-13,0.00,19.0,34.2,49.4,24.9,0.30,7.69
2011-12-14,0.03,32.1,41.5,51.0,36.3,0.28,5.97
2011-12-15,0.21,42.3,52.3,62.3,47.7,0.24,7.25
2011-12-16,0.05,34.0,47.6,61.2,41.6,0.71,4.39
2011-12-17,0.00,31.6,34.7,37.8,25.8,1.14,2.84
2011-12-18,0.00,28.4,33.6,38.8,24.9,0.60,3.68
2011-12-19,0.00,29.2,38.1,47.0,29.0,0.55,5.46
2011-12-20,0.09,35.2,43.5,51.8,35.6,0.03,6.72
2011-12-21,0.05,36.9,46.6,56.3,44.6,0.02,3.56
2011-12-22,0.27,37.6,50.7,63.8,45.0,0.02,9.51
2011-12-23,0.41,35.1,41.3,47.6,39.6,0.02,2.64
2011-12-24,0.00,30.0,35.6,41.2,31.5,0.23,2.44
2011-12-25,0.00,26.4,34.4,42.4,27.2,0.31,4.06
2011-12-26,0.00,26.4,38.8,51.1,27.8,0.40,8.06
2011-12-27,0.29,29.2,37.4,45.6,28.9,0.24,5.41
2011-12-28,0.52,33.6,38.3,42.9,32.9,0.36,2.11
